A15,جَذْوَة,Jath’wah,
A15,قَبَسْ,Qaba’ss,
A16,قَدَحْ,Qadah,
A16,اوَرى(ورى),Aw’raa(Waraa),
A16,أَوْقَدَ-اِسْتَوْقَدَ,Aw’qada-Iss’taw’qada,
A16,قَبَسَ,Qabass,
A16,سَعَّرَ,Sa’a’ara,
A16,سَجَّرَ,Saj’jara,
A16,تَلَظَّىَ,Talath’thaa,
A17,لَوَّحَ,Law’waha,
A17,لَفَحَ,Lafaha,
A17,شَوَى,Sha’waa,
A17,صَهَرَ,Sahar,
A17,نَفَحَ,Nafaj,
A17,حَرَّقَ-اِحْتَرَقَ,Har’raqa-Ih’taraqa,
A18,خَمَدَ,Khamada,
A18,خَبَا(خبو),Khabaa(khaboo),
A18,طَفَأَ,Tafa’a,
A19,شَعَرَ,Sha’a’ra,
A19,ظَهَرَ,Tha’ha’ra,
A19,عَثَرَ,A’thara,
A19,عَلِمَ,A’lima,
A19,خَبَرَ,Khabara,
A20,اَشْعَرَ,Ash’a’ra,
A20,اَظْهَرَ,Ath’hara,
A20,عَلَّمَ,Allama,
A20,اَدْرى,Ad’raa,
A20,حَدَّثَ,Had’datha,
A20,عَرَّفَ,Arrafa,
A20,اَطْلَعَ,At’la’a,
A20,نَبَّأَ,Nab’ba’a,
A20,دَلَّ,Dal’la,
A21,قُبُلْ-قبِل,Qubul-Qabil,
A21,بَينَ يَدَي,Bayna Yadayy,
AA20,قَدَّمَ-اَسْتَقْدَمَ,Qad’dama-Iss’taq’dama,
AA20,سَبَقَ-اِسْتَبَقَ,Sabaqa-Iss’tabaqa,
AA20,اَقْبَلَ-اِسْتَقْبَلَ,Aq’bala-Iss’taq’bala,
A23,قَدَّمَ,Qaddama,
A23,اَسْلَفَ,Asslafa,
A24,أَسْلِحَةْ,Asslihah,
A24,أَوْزَار,Aw’zaar,
A24,حِذْر,Hithir,
A24,شَوكَة,Shawkah,
A25,جَاءَ,Jaa’a,
A25,أَتَى,Ataa,
A25,هَيْتَ,Hayta,
A25,هَلُمَّ,Halumma,
A25,تَعَال,Ta’aal,
A26,عَين,Ayn,
A26,عِين,Eeen,
A26,حُورْ,Hoor,
A26,بَصَرْ,Basar,
A27,تَاهَ(تِيه),Taah(Teeh),
A27,هَامَ(هَيمْ),Haam(Haym),
A28,صَوتْ,Sawt,
A28,صَدّ,Sadd,
A28,صَرِيخْ,Sareekh,
A28,هَمْس,Hamss,
A28,حَسِيسْ,Hasees,
A28,مُكَاء,Mukaa’a,
A28,تَصْدِيَة,Tass’diyah,
A28,ضَبَحَ,Dabah,
A28,خُوارْ,Khowaar,
A28,شَهِيقْ,Sha’heeq,
A28,زَفِيرْ,Za’feer,
A28,لَهث,Lah’th,
A28,رِكْز,rikz,
A28,صَيْحَة,Say’hah,
A28,صَاخَّة,Saakh’khah,
A28,تَغَيُّظ,Ta’ghayyuz,
A28,هَدّ,Hadda,
A28,غَلَى,Ghalaa,
A28,صِلْصَالْ,Sil’saal,
A28,قَارِعَة,Qaari’ah,
A29,رُوَيْد,Ruwayd,
A29,رُخَاء,Rukhaa’a,
A29,عُرْف,Urff,
A29,يُسْر,Yussr,
A29,اِسْتِدْرَاجْ,Is’tidraaj,
A29,دَلَّى,Dallaa,
AA1,غَلَى,Ghalaa,
AA1,نَضَخَ,Nadakha,
AA1,فَارَ,Faara,
AA2,كَعْب,Ka’ab,
AA2,حَدْب,Had’b,
AA2,أمْت,Am’t,
AA2,نَجْد,Naj’d,
AA2,سَمْك,Sam’k,
AA3,حَرَّضَ,Harrada,
AA3,حَضَّ,Hadda,
AA3,حَثَّ,Hath’tha,
AA3,أزَّ,Az’za,
AA3,جَرَم,Jarama,
AA4,نَزَلَ,Nazala,
AA4,نَزَّلَ,Nazzala,
AA4,أَنْزَلَ,An’zala,
AA4,تَنَزَّلَ,Tanazzala,
AA4,حَلَّ(أَحَلَّ),Halla(A’halla),
AA4,هَبَطَ,Habata,
AA4,وَضَعَ,Wada’a,
AA4,خَلَعَ,Khala’a,
AA5,فَرِحَ,Fariha,
AA5,بَطَرَ,Batara,
AA5,مَرَحَا,Maraha,
AA5,اِخْتَالَ(خيل),Ihk’tala(khayl),
AA5,فَخَرَ,Fakhara,
AA5,أَشَرَ,Ashara,
AA5,تَمَطَّىَ,Tamat’taa,
AA5,تَكَبَّرَ,Takab’bara,
AA5,فَرِهَ,Fariha,
AA6,خَرَصَ,Kharasa,
AA6,اِخْتَلَقَ,Ikh’talaqa,
AA6,اِفْتَرى,Iff’tara,
AA6,تَقَوَّلَ,Taqawwala,
AA7,حَمَلَ,Hamala,
AA7,نَاءَ(نوء),Naa’a(Naw’a),
AA7,وَزَرَ,Wazara,
AA7,اَثَار(ثور),Athaara(Thawr),
AA7,أقَلَّ,Aqalla,
AA7,بَعَثَ,Ba’a’tha,
AA7,أَنْشَرَ,An’shara,
AA7,أَنْشَزَ,An’shaza,
AA7,لَقَطَ-لَقَحَ,Laqata-Laqaha,
AA8,اِنْبَعَثَ,In’ba’a’tha,
AA8,نَشَرَ,Nashara,
AA8,نَشَزَ,Nashaza,
AA8,قَامَ,Qaama,
AA9,اِسْتَأْذَنَ-أَذِنَ,Iss’ta’a’thana-Athina,
AA9,اَسْتَأْنَسَ,Iss’ta’anasa,
AA10,عُتُلّ,Utull,
AA10,فَظّ,Fazz,
AA10,أَعْرَابْ,Aa’raab,
AA11,إِذ-إِذَن,Eth-Ethan,
AA11,بَغْتَةً,Bagh’tah,
AA12,نِعْمَ,Ni’ema,
AA12,خَيْر,Khayr,
AA12,حَسُنَ,Hasuna,
AA12,اَمْثَل-مُثْلَى,Am’thal-Muth’laa,
AA12,جَمِيلْ,Jameel,
AA13,نَكِرَ,Nakira,
AA13,عَجَبَ,Ajaba,
AA13,جُنُبْ,Junub,
AA14,فَضَّلَ,Faddala,
AA14,مَنَّ,Manna,
AA14,أَنْعَمَ,An’ama,
AA14,أَحْسَنَ,Ahsana,
AA15,خِيَرَةْ,Khiyarah,
AA15,مَلْك,Malk,
AA15,وَلاَيَة,Walaayah,
AA15,أَمْكَنَ,Amkana,
AA16,اِسْتَحَبَّ,Iss’tahabba,
AA16,تَحَرَّى(حرو),Taharraa(Harw),
AA17,قَرْض,Qard,
AA17,دَينْ,Dayn,
AA18,أَرَادَ,Araada,
AA18,عَزَمَ,Azama,
AA18,أَبْرَمَ,Ab’rama,
AA18,هَمَّ,Hamma,
AA18,أمّ,Amm,
AA18,تَيَمَّمَ(يم),Tayam’mam(yam),
AA18,تَحَرَّى,Taharra,
AA19,أَصَرَّ,Assarra,
AA19,مَرَدَ,Marada,
AA19,لَجَّ,Lajja,
AA22,طَارَ-اِسْتَطَار,Taara-isstataar,
AA22,أَذْرَى,Ath’raa,
AA22,نَسَفَ,Nasafa,
AA23,أَشَارَ,A’shaara,
AA23,رَمَزَ,Ramaza,
AA23,تَغَامَزَ,Ta’ghaamaza,
AA23,عَرَّضَ,Arr’rada,
AA24,تَبِعَ,Tabiaa,
AA24,اِقْتِدَاء,Iq’tidaa’a,
AA24,أُسْوَة,Uss’wah,
AA24,أَطَاعَ,Ataa’aa,
AA24,اَسْتَجَابَ,Iss’tajaaba,
AA24,أَسْلَمَ,Asslama,
AA24,قَنَتَ,Qanata,
AA24,ذَعَنَ,Tha’a’na,
AA25,قَصْد,Qassd,
AA25,وَسَطْ,Wasat,
AA25,تَقْوِيمْ,Taq’weem,
AA26,طَائِر,Taa’er,
AA26,قِطّ,Qitt,
AA26,كِتَابْ,Kitaab,
AA26,صُحُف,Suhuff,
AA27,وَيْل,Wayl,
AA27,لَيْتَ,Layta,
AA27,أَسَفَى,Asafa,
AA27,أَسَىَ,Asaa,
AA28,مَكَّنَ,Makkana,
AA28,اِسْتَخْلَفَ,Iss’takh’lafa,
AA29,أَقَرَّ,Aqarra,
AA29,اِعْتَرَفَ,Ee’tarafa,
AA29,شَهِدَ,Shahida,
AA30,جَمَعَ,Jama’aa,
AA30,اِجْتَمَعَ,Ij’tama’aa,
AA30,حَشَرَ,Hashara,
AA30,اِدَّخَرَ,Iddakhara,
AA30,خَزَنَ,Khazana,
AA30,وَسَقَ-اِتَّسَقَ,Wasaq-Ittasaq,
AA30,كَفَتَ,Kafata,
AA30,لَمَّ,Lamma,
AA30,حَصَّلَ,Hass’sala,
AA30,مَثَابَةً,Mathaabah,
AA31,اِجْتَثَّ,Ij’that’tha,
AA31,اِنْقَعَرَ,Inqa’aara,
AA32,أَحَدْ,Ahad,
AA32,وَحِيدْ,Waheed,
AA32,فَرْد,Farrd,
AA32,فُرَادَى,Furaadaa,
AA33,إِنْ,In,
AA33,إِمَّا,Imma,
AA33,لَوْ,Law,
AA34,أَرْكَسَ,Arrkasa,
AA34,اِئتَفَكَ,Ee’tafaka,
AA34,جَثَمَ,Jathama,
AA34,كَبَّ,Kabba,
AA34,كَبْكَبَ,Kab’kaba,
AA34,قَلَّبَ-تَقَلَّبَ,Qallaba-Taqallaba,
AA34,نَكَسَ-نَكَّسَ,Nakasa-Nakkasa,
AA35,فَرَقَ,Faraqa,
AA35,فَتَقَ,Fataqa,
AA35,عَزَلَ,Azala,
AA35,جَنَبَ,Janaba,
AA35,مَازَ(مَيز),Maaza(Mayz),
AA35,زَيَّلَ,Zayyala,
AA36,تَفَرَقَ,Tafarraqa,
AA36,اِعْتَزَلَ,Ee’tazala,
AA36,تَجَنَّبَ,Tajannaba,
AA36,اِمْتَازَ,Im’taaza,
AA36,تَزَيَّلَ,Tazayyala,
AA36,خَلاَ,Khalaa,
AA36,خَلَصَ,Khalasa,
AA36,فَصَلَ,Fasala,
AA36,اِنْتَبَذَ,In’tabatha,
AA36,تَجَافَىَ(جفو),Tajaafa(Jafu),
AA37,أَمَلَ,Amala,
AA37,مَتَى,Mataa,
AA37,رَجَأ(رجو),Raja’a(Rajw),
AA38,حَوَايَا,Hawaayaa,
AA38,أَمْعَاء,Am’aa’a,
AA39,اِنْتَظَرَ,In’tazara,
AA39,تَرَقَّبَ,Taraq’qaba,
AA39,تَرَبَّصَ,Tarab’basa,
AA40,مُنْتَهَى,Muntahaa,
AA40,عَاقِبَة,Aaa’qibah,
AA40,مَصِيرْ,Maseer,
AA41,أَعْمَى,Aa’maa,
AA41,أَكْمَه-كَمِهَ,Ak’mah-Kamih,
AA42,قِسْط-عَدْل,Qist-Ad’l,
AA43,أَبَى,Abaa,
AA43,أَنْكَرَ,An’kara,
AA43,جَحَدَ,Jahada,
AA43,كَفَرَ,Kafara,
AA44,أَصَابِعْ,Asaabi’e,
AA44,أَنَامِلْ,Anaamil,
AA45,اِسْتَغْشَى,Isstagh’shaa,
AA45,اِدَّثَرَ,Id’datharaa,
AA45,اِزَّمَّلَ,Iz’zammala,
AA46,أَوْلَادْ,Awlaad,
AA46,ذُرْيَّة,Thurreeyah,
AA46,أَسْبَاطْ,Assbaat,
AA46,عَقِبْ,Aqib,
AA46,نَسِلْ,Nasl,
AA46,حَفَدَة,Hafadah,
AA46,آل,Aaal,
AA46,أَهْل,Ahll,
AA47,صُوفْ,Soof,
AA47,عِهْن,Eh’n,
AA48,بَعِيرْ,Eb’l,
AA48,جَمَلْ,Ba’eer,
AA48,هِيم,Jamal,
AA48,رِكَابْ,Heem,
AA48,نَاقَة,Rikaab,
AA48,ضَامِر,Naaqah,
AA48,عِشَار,Daamir,
AA48,بُدْن,E’shaar,
AA48,بَحِيرَة,Budn,
AA48,وَصِيلَة,Waseelah,
AA48,سَائِبَة,Saa’ebah,
AA48,حَامْ,Haam,
AA48,,إِبِلْ,
AA49,نُعَاسْ,Nuaas,
AA49,سِنَة,Sinah,
AA50,حَطَبْ,Hatab,
AA50,حَصَبْ,Hasab,
AA50,وَقُودْ,Waqood,
AA51,يَا,Yaa,
AA51,أَيُّهَ,Ayyuha,
AA51,يَا أَيُّهَا,Yaa Ayyuha,
b1,واَلِدْ,Waalid,
b1,أَبْ,Abb,
b2,تَبَارَكَ-مُبَارَكْ,Tabaaraka-Mubaarak,
b2,أَيْمَنْ,Ayman,
b2,طُوبَى,Toobaa,
b3,قَوْل,Qawl,
b3,حَدِيثْ,Hadeeth,
b3,كَلِمَة,Kalimah,
b4,كَلَّمَ,Kal’lama,
b4,حَاوَرَ,Haawara,
b4,خَاطَبَ,Khaataba,
b5,سُلْطَانْ,Sultaan,
b5,مُلْكْ-مَلَكُوتْ,Mulk-Malakoot,
b6,سَحَابْ,Sahaab,
b6,غَمَامْ,Ghamaam,
b6,عَارِضْ,Aaa’rid,
b6,مُعْصِرَاتْ,Mu’esiraat,
b6,مُزْن,Muzn,
b6,صَيِّبْ,Sayyib,
b7,مَرَّة,Marrah,
b7,كَرَّةً,Karrah,
b7,تَارَّةً,Taarrah,
b8,مَطَرْ,Matar,
b8,مَاء,Maa’a,
b8,طَلّ,Ta’l,
b8,وَدْق,Wadq,
b8,غَيثْ,Ghayth,
b8,مِدْرَارْ,Midraar,
b8,غَدَقْ,Ghadaq,
b8,صَيِّبْ,Sayyib,
b8,وَابِلْ,Waabil,
b9,اِنْتَهَى,In’tahaa,
b9,اِنفَكَّ,In’fak,
b10,جَنَاحْ,Janaah,
b10,عَضُدْ,A’dud,
b10,ذِرَاعْ,Thi’raa’a,
b11,جَنَّة,Jannah,
b11,حَدِيقَة,Hadeeqah,
b11,رَوضَة,Rawdah,
b12,أَبْقَى,Ab’qaa,
b12,أَثْبَتَ,Ath’bata,
b12,غَادَرَ,Ghaadara,
b13,شَعْر,Shar,
b13,وَبَر,Wabar,
b13,صُوفْ,Soof,
b14,عَاقِرْ,Aaa’qir,
b14,عَقِيمْ,A’qeem,
b15,رَبَطَ,Rabata,
b15,شَدَّ,Shad’da,
b15,غَلَّ,Ghal’la,
b16,صَنَمْ,Sanam,
b16,نُصُبْ,Nusub,
b16,أَوْثَان,Awthaan,
b16,جِبْت,Jibt,
b16,طَاغُوت,Ta’ghoot,
b17,بَرْق,Barq,
b17,رَعْد,Ra’ad,
b17,صَاعِقَة,Saa’eqah,
b18,وَقَى,Waqaa,
b18,مَنَعَ,Mana’aa,
b18,حَجَزَ,Hajaza,
b18,أَحْصَنَ,Ah’sana,
b18,جَنَبَ,Janaba,
b18,عَصَمَ,Asama,
b19,اِتَّقَى,It’taqaa,
b19,تَحَصَنَ,Tahasana,
b19,اِجْتَنَبَ,Ej’tanaba,
b19,اِسْتَعْصَمَ,Iss’ta’a’sam,
b19,حَذَر,Hathar,
b19,تَعَفَّفَ,Ta’af’fafa,
b20,أَجِنَّة,Ajinnah,
b20,وَلِيد,Waleed,
b20,مَوْلُودْ,Mawlood,
b20,وَلَدْ,Walad,
b20,طِفْل,Tifl,
b20,صَبِي,Sabee,
b20,غُلَامْ,Ghulaam,
b21,دَحَى,Dahaa,
b21,طَحَى,Tahaa,
b21,سَطَحَ,Sataha,
b21,فَرَشَ,Farasha,
b21,مَهَدَ,Mahada,
b22,مِهَادْ,Mihaad,
b22,فِرَاشْ,Firaash,
b22,مَضَاجِعْ,Madaaji’e,
b23,بَخَلَ,Bakhala,
b23,اَمْسَكَ,Am’saka,
b23,أَدْعَى,Ad’aa,
b23,أَكْدَى,Ak’daa,
b23,أقْتَرَ,Aq’tara,
b23,ضَنَّ,Dan’na,
b23,شَحَّ,Shah’ha,
b23,غُلَّ,Ghalla,
b24,شِقْوَة,Shiq’wah,
b24,نَحُوسَة,Nahoosah,
b24,طَائِر,Taa’er,
b24,شُؤْم,Shu’om,
b24,حُسُوم,Hosoom,
b25,لَعَنَ,La’ana,
b25,سَحَقَ,Sahaqa,
b25,بَعُدَ,Ba’oda,
b25,اِبْتَهَلَ,Ib’tahal,
b26,مَسَخَ,Masakha,
b26,كَلَحَ,Kalaha,
b26,قَبُحَ,Qabuha,
b27,زِنَا,Zinaa,
b27,بِغَاء,Bighaa’a,
b27,فَاحِشَة,Faahishah,
b27,سِفَاح,Sifaah,
b28,بَدَّلَ,Bad’dala,
b28,حَوَّلَ,Haw’wala,
b28,غَيَّرَ,Ghayyara,
b28,حَرَّفَ-تَحَرَّفَ,Harrafa-Taharrafa,
b28,نَكَّرَ,Nakkara,
b28,دَاوَلَ,Daawala,
b29,بَدَلْ,Badal,
b29,ب,Be,
b29,عَدْل,Adl,
b29,أَجْر,Ajr,
b29,جَزَاء,Jazaa’a,
b29,ثَوَاب,Thawaab,
b29,عِقَاب,E’qaab,
b29,وَبَال,Wabaal,
b29,كَفَّارَة,Kaf’faarah,
b29,قِصَاص,Qisaas,
b29,دِيِّة,Deeyyah,
b29,فِديَة,Fid’yah,
b30,جَزَى,Jazaa,
b30,ثَوَّبَ-أَثَابَ,Thaw’waba-Athaaba,
b30,عَذَّبَ,Ath’thaba,
b30,دَانَ,Daana,
b31,عَاقَبَ,Aaa’qaba,
b31,اِنْتَصَرَ,In’tasara,
b31,اِنْتَقَمَ,In’taqama,
b32,نَزَفَ,Nazafa,
b32,غَالَ(غول-سَكَرْ),Ghaala(Ghawl-Sakar),
b33,بِئس,Bi’ess,
b33,شَرْ-شِرْيِرْ,Sharr-Shir’reer,
b33,سَاءَ,Saa’a,
b33,سُوء,Soo’a,
b33,سَيِّئَة,Sayyiah,
b33,مُسِيء,Musee’a,
b33,قَبُحَ,Qabuha,
b34,ذَمَّ,Thamma,
b34,عَتَبَ,Ataba,
b34,لَامَ,Laama,
b34,ثَرَّبَ,Thar’raba,
b35,نَقَمَ,Naqama,
b35,نَكِرَ,Nakira,
b36,عَدْل,Adl,
b36,سَوَاء,Sawaa’a,
b36,سَوَّى-اِسْتَوَى,Saw’waa-Iss’tawaa,
b37,ضَلَّ-أَضَلَّ,Dalla-Adalla,
b37,حَبِطَ-أَحْبَطَ,Habita-Ah’bata,
b37,بَطَلَ-أَبْطَلَ,Batala-Ab’tala,
b37,أَضَاعَ,Adaa’aa,
b38,حَلُمَ,Haluma,
b38,صَبَرَ,Sabara,
b38,كَظَمَ,Kazama,
b39,كَبِير-أَكْبَر,Kabeer-Ak’bar,
b39,عَظِيم-أَعْظَم,Azeem-A’azam,
b39,جَلِيل-ذُو الجَلَال,Jaleel-Thul’Jalaal,
b39,مَجِيد,Majeed,
b40,كِبَر,Kibar,
b40,جَلَال,Jalaal,
b40,جَدّ,Jadd,
b41,زَادَ-اِزْدَادَ,Zaada-Iz’daada,
b41,كَثُرَ-كَثَّرَ,Kathura-Kath’thara,
b41,عَفَا,Afaa,
b41,ضَاعَفَ,Daa’afa,
b41,تَطَوَّعَ,Ta’taw’wa’aa,
b41,نَفَلَ,Nafala,
b41,أَرْبَى,Ar’baa,
b42,قَرْيَة,Qarryah,
b42,بَدُو,Bado,
b42,أَعْرَاب,A’a’raab,
b43,غَنَم,Ghanam,
b43,مَعْز,Ma’az,
b44,اِنْبَثَّ,In’bath’tha,
b44,اِنْتَشَرَ,In’tashara,
b44,اِنْتَثَرَ(نثر),In’tathara,
b44,اِنْفَضَّ,In’fad’da,
b44,اِسْتَطَارَ(طير),Iss’ta’taara(tayr),
b45,رَفَعَ,Rafa’aa,
b45,أَنْشَأَ,An’sha’aa,
b46,عَلَا,Alaa,
b46,بَسَقَ,Basaqa,
b46,شَمَخَ,Shamakha,
b47,جَعَلَ,Ja’a’la,
b47,بَنَى,Banaa,
b47,صَنَعَ,Sana’aa,
b47,اِتَّخَذَ,It’takhatha,
b48,غَلَّقَ,Ghal’laqa,
b48,وَصَدَ,Wasada,
b48,قَصَرَ,Qasara,
b48,قَبَضَ,Qabada,
b49,حَبَكَ,Habaka,
b49,وَضَنَ,Wadana,
b50,ثِقَلْ,Thiqal,
b50,حَمْل-حِمْل,Haml-Himl,
b50,وَقْر-وِقْر,Waqr-Wiqr,
b50,وِزِر,Wizr,
b50,اِصْر,Issir,
b50,كَلٌّ,Kallun,
b50,وَزْن-مَوَازِين,Wazn-Mawazeen,
b51,ثَقُلَ,Thaqula,
b51,كَسَلَ,Kasala,
b51,أَدَّ,Adda,
b51,كَبُرَ-كَبِيرَة,Kabura-Kabeerah,
b52,شَيخ,Shaykh,
b52,شَيب,Shayb,
b52,كَهْل,Kahl,
b52,عَجُوز,Ajooz,
b52,مُعَمَّر,Muammar,
b52,عَوَان,Awaan,
b52,فَارِض,Faarid,
b53,بَلِيَ,Baliya,
b53,وَهِيَ,Wahiya,
b53,رَمَّ,Ramma,
b53,رَفَتَ,Rafata,
b53,نَخَرَ,Nakhara,
b54,لَفَظَ,Lafaza,
b54,نَطَقَ,Nataqa,
b54,فَصَحَ,Fasaha,
b54,أَعْرَبَ,A’a’raba,
b54,أَعْجَمَ,A’a’jama,
b54,تَكَلَّمَ-لَحِنَ,Takal’lama-Lahina,
b55,سَالَ-أسَالَ,Saal-Asaal,
b55,أَفَاضَ,Afaad,
b55,سَكَبَ,Sakaba,
b55,سَفَكَ,Safaka,
b55,سَفَحَ,Safaha,
b55,فَجَرَ-جَرَى,Fajara-jaraa,
b56,عَذَرَ,Athara,
b56,عَذَّرَ,Ath’thara,
b56,اِعْتَذَرَ,Ee’tathara,
b56,فِتْنَةً,Fit’nah,
b57,بُهْتَانْ,Buh’taan,
b57,إِفْك,Ifk,
b57,اِفْتِرَاء,If’tiraa’a,
b58,ضَلَّ-أَضَلَّ,Dalla-Adalla,
b58,غَوَى-أَغْوَى,Ghawaa-Agh’waa,
b58,تَاهَ,Taaha,
b59,فَرَّ,Farra,
b59,أَبَقَ,Abaqa,
b59,زَهَقَ,Zahaqa,
b59,هَرَبَ,Haraba,
b59,اِسْتَنْفَرَ,Iss’tan’fara,
b59,شَرَّدَ,Shar’rada,
b60,إِخْوَة,Ikh’wah,
b60,إِخْوَان,Ikh’waan,
b61,مَلَا-اِمْتِلاء,Malaa-Im’ta’a’aa,
b61,دَهَقَ,Dahaqa,
b61,شَحَنَ,Shahana,
b62,جُوع,Jooa,
b62,مَسْغَبَة,Mas’ghaba,
b62,مَخْمَصَة,Makh’masa,
b62,خَصَاصَة,Khasaasah,
b63,نَسِيَ-أَنْسَى,Nasiya-An’saa,
b63,سَهَا,Sahaa,
b63,ضَلَّ,Dalla,
b63,ذَهَلَ,Thahala,
b64,شَوَى,Shawaa,
b64,حَنَذَ,Hanatha,
b65,أَرْسَلَ,Ar’sala,
b65,بَعَثَ,Ba’a’tha,
b66,وَصَفَ,Wasafa,
b66,قَصَّ,Qassa,
b66,ضَرَبَ,Daraba,
b66,حَدَّثَ,Had’datha,
b66,أَبَانَ-بَيَّنَ,Abaana-Bayiana,
b66,صَرَّفَ,Sar’rafa,
b66,فّصَّلَ,Fas’sala,
b66,فَسَّرَ,Fas’sara,
b67,وَلَدْ,Walad,
b67,وَلِيد,Waleed,
b67,مَولُود,Mawlood,
b67,اِبِن-بِنت,Ibn-Bint,
b68,قَعَدَ,Qa’ada,
b68,جَلَسَ,Jalasa,
b68,جَثَا,Jathaa,
b69,مَرِيض,Mareed,
b69,سَقِيم,Saqeem,
b69,حَرَض,Harad,
b70,زَوج,Zawj,
b70,حَلَائِل,Halaa’el,
b70,اِمْرَأَة,Im’ra’ah,
b70,صَاحِبَة,Saahibah,
b70,نِسَاء-أَهْل,Nisaa-Ahl,
b71,عَدَلَ,Adala,
b71,قَسَطَ,Qasata,
b71,ظَلَمَ,Zalama,
b71,حَافَ,Haafa,
b71,عَالَ,Aaala,
b71,ضَازَ(ضيز),Daaza(Dayz),
b72,رَغِبَ عَنْ,Raghiba ann,
b72,حُصُور,Husoor,
b72,زَاهَدَ,Zaahada,
b73,تَبَرَّأَ,Tabar’ra’aa,
b73,قَلَى,Qalaa,
b73,مَقَتَ,Maqata,
b74,إِنَّ,Inna,
b74,أَنَّ,Anna,
b74,لَا جَرَمَ,Laa Jarama,
b74,قَدْ,Qadd,
b75,فَرَغَ,Faragha,
b75,جَزِعَ,Jazi’aa,
b75,فَزِعَ,Fazi’aa,
b75,كَرُبَ,Karuba,
b75,هَلَعَ,Ha’la’aa,
b75,اِضْطَرَّ,Idd’tar’ra,
b75,اِسْتَفِزَّ,Iss’tafaz’za,
b76,فَرَغَ,Faragha,
b76,عَطَلَ,Atala,
b77,مَحْرُومْ,Mah’room,
b77,شَقِي,Shaqee,
b78,غَنِي,Ghanee,
b78,صَمَد,Samad,
b79,لَغُو-لَاغِيَة,Laghw-Laaghiyah,
b79,هَزْل,Hazl,
b79,نَزَف,Nazaf,
b80,صَعِقَ,Sa’eqa,
b80,سَكَرَ,Sakara,
b80,غَمَرَ,Ghamara,
b80,صَرَعَ,Sara’aa,
b80,غَشِيَ,Ghashiya,
b81,عِنْدَ,In’d,
b81,لَدِىَ-لَدُن,Ladaa-Ladun,
b81,حَوْل,Hawl,
b81,تِلْقَاء,Til’qaa’a,
b82,سُبْحَان,Sub’haan,
b82,قُدُّوسْ,Qud’doos,
b82,زَكِيَّة,Zakeeyah,
b82,طَهُور,Tahoor,
b82,طَيِّب,Tayyib,
b83,مَحَّصَ,Mah’hassa,
b83,زَكَّى,Zak’kaa,
b83,طَهَّرَ,Tah’hara,
b83,صَفَا,Safaa,
b83,بَرَّأَ,Barra’aa,
b84,وَجَدَ,Wajada,
b84,ثَقَفَ,Thaqafa,
b84,أَلْفَى,Al’faa,
b84,أَدْرَكَ,Ad’raka,
b85,مَاء,Maa’a,
b85,حَمِيم,Hameem,
b85,غَسَّاق,Ghas’saaq,
b85,آنٍ-آنِيَة,Aan-Aaaniyah,
b85,غَوْر,Ghawr,
b85,مَعِين,Maeen,
b85,عَذْب,Ath’b,
b85,فُرَات,Furaat,
b85,أُجَاجْ,O’jaaj,
b86,أَوْدِيَة,Awdiyah,
b86,عَيْن,Ayn,
b86,أَنْهَار,Anhaar,
b86,سَرِي,Sariee,
